OBJECTID,NOME STRUTTURA,DESCRIZIONE,TIPO ATTIVITA',TIPO STRUTTURA,PRONTO SOCCORSO,PRONTO SOCCORSO PEDIATRICO,PUNTO DI PRIMO INTERVENTO,STRUTTURA  ACCREDITATA,INDIRIZZO,CAP,COMUNE,PROVINCIA,CODICE ATS,ATS,CODICE ASST,ASST,CODICE DISTRETTO SANITARIO,DISTRETTO SANITARIO,N° TELEFONO,LATITUDINE,LONGITUDINE
7155,CAMEDI,UNITÀ OPERATIVA CURE PALLIATIVE DOMICILIARI,ASSISTENZA CURE PALLIATIVE,PRIVATA,N/A,N/A,N/A,NO,VIA SAN GREGORIO,3,20124,MILANO,MI,030321,ATS DELLA CITTA' METROPOLITANA DI MILANO,030703,ASST FATEBENEFRATELLI SACCO,811,MUNICIPIO 2,N/A,45.4779643,9.207536
7156,FINISTERRE SOCIETA' CONSORTILE A R.L.,UNITÀ OPERATIVA CURE PALLIATIVE DOMICILIARI,ASSISTENZA CURE PALLIATIVE,PRIVATA,N/A,N/A,N/A,NO,VIA GIOVANNI RAIBERTI,17,20900,MONZA,MB,030324,ATS DELLA BRIANZA,030716,ASST DI MONZA,855,MONZA,039 323118,45.58573,9.28556
7157,UCP - DOM ADI MEDISAN,UNITÀ OPERATIVA CURE PALLIATIVE DOMICILIARI,ASSISTENZA CURE PALLIATIVE,PRIVATA,N/A,N/A,N/A,NO,PIAZZA CESARE PAVESE,2,20852,VILLASANTA,MB,030324,ATS DELLA BRIANZA,030716,ASST DI MONZA,855,MONZA,039 5970853,45.6067598,9.3030163
7158,LIFE CURE S.R.L.,UNITÀ OPERATIVA CURE PALLIATIVE DOMICILIARI,ASSISTENZA CURE PALLIATIVE,PRIVATA,N/A,N/A,N/A,NO,VIA DELLA LOVERA,4,20900,MONZA,MB,030324,ATS DELLA BRIANZA,030716,ASST DI MONZA,855,MONZA,039 83981,45.5756,9.292
7159,CAMEDI,UNITÀ OPERATIVA CURE PALLIATIVE DOMICILIARI,ASSISTENZA CURE PALLIATIVE,PRIVATA,N/A,N/A,N/A,NO,VIA CONCORDIA,52,20838,RENATE,MB,030324,ATS DELLA BRIANZA,030717,ASST DELLA BRIANZA,851,CARATE,800134700,45.7158116,9.2735217
7160,LA CURA,UNITÀ OPERATIVA CURE PALLIATIVE DOMICILIARI,ASSISTENZA CURE PALLIATIVE,PRIVATA,N/A,N/A,N/A,N/A,VIA STEFANO LEONIDA BISSOLATI,16,26100,CREMONA,CR,030327,ATS DELLA VAL PADANA,030724,ASST DI CREMONA,880,CREMONA,3298352846,45.13358,10.01645
7161,FONDAZIONE BENEFATTORI CREMASCHI ONLUS,UNITÀ OPERATIVA CURE PALLIATIVE DOMICILIARI,ASSISTENZA CURE PALLIATIVE,PRIVATA,N/A,N/A,N/A,NO,VIA KENNEDY,2,26013,CREMA,CR,030327,ATS DELLA VAL PADANA,030726,ASST DI CREMA,879,CREMA,0373/2061,45.3601202,9.6886683
7162,VIVISOL,UNITÀ OPERATIVA CURE PALLIATIVE DOMICILIARI,ASSISTENZA CURE PALLIATIVE,PRIVATA,N/A,N/A,N/A,N/A,VIA CASTEL D'ARIO,1,46051,SAN GIORGIO BIGARELLO,MN,030327,ATS DELLA VAL PADANA,030725,ASST DI MANTOVA,882,MANTOVA,800990161,45.18853,10.92664
7163,UCP DOM OSA,UNITÀ OPERATIVA CURE PALLIATIVE DOMICILIARI,ASSISTENZA CURE PALLIATIVE,PRIVATA,N/A,N/A,N/A,NO,VIA DEI CARPINONI,8,24126,BERGAMO,BG,030325,ATS DI BERGAMO,030718,ASST PAPA GIOVANNI XXIII,859,BERGAMO,035312910,45.6841,9.66775
7164,FONDAZIONE SANT'ANDREA ONLUS,UNITÀ OPERATIVA CURE PALLIATIVE DOMICILIARI,ASSISTENZA CURE PALLIATIVE,PRIVATA,N/A,N/A,N/A,NO,VIA SAN DEFENDENTE,1,24023,CLUSONE,BG,030325,ATS DI BERGAMO,030720,ASST DI BERGAMO EST,864,VALLE SERIANA/VALLE DI SCALVE,034621078,45.89125,9.95353
7165,ISTITUTO SAN GIUSEPPE DELLE SUORE ORSOLINE DI GANDINO,UNITÀ OPERATIVA CURE PALLIATIVE DOMICILIARI,ASSISTENZA CURE PALLIATIVE,PRIVATA,N/A,N/A,N/A,NO,VIA BELLAVISTA,3,24030,VILLA D'ADDA,BG,030325,ATS DI BERGAMO,030719,ASST DI BERGAMO OVEST,862,ISOLA BERGAMASCA,035791057,45.7132132,9.4691475
7166,INSUBRIA ASSISTENZA MEDICINA E SALUTE SOCIETA' COOPERATIVA ONLUS,UNITÀ OPERATIVA CURE PALLIATIVE DOMICILIARI,ASSISTENZA CURE PALLIATIVE,PRIVATA,N/A,N/A,N/A,NO,VIA VINCENZO BELLINI,2,21052,BUSTO ARSIZIO,VA,030322,ATS DELL'INSUBRIA,030711,ASST DELLA VALLE OLONA,830,BUSTO ARSIZIO,0331333733,45.61464,8.84956
7167,LIFE ASSOCIAZIONE PER LA PREVENZIONE E LA CURA DEI TUMORI,UNITÀ OPERATIVA CURE PALLIATIVE DOMICILIARI,ASSISTENZA CURE PALLIATIVE,PRIVATA,N/A,N/A,N/A,NO,VIA GIAN GIACOMO TRIVULZIO,37,27029,VIGEVANO,PV,030328,ATS DI PAVIA,030727,ASST DI PAVIA,893,VIGEVANO,0381/690880,45.31829,8.85183
7168,CAMEDI,UNITÀ OPERATIVA CURE PALLIATIVE DOMICILIARI,ASSISTENZA CURE PALLIATIVE,PRIVATA,N/A,N/A,N/A,NO,PIAZZA ITALIA,7,27043,BRONI,PV,030328,ATS DI PAVIA,030727,ASST DI PAVIA,886,BRONI-STRADELLA,0385/52252,45.06447,9.26367
7169,CAMEDI SRL,UNITÀ OPERATIVA CURE PALLIATIVE DOMICILIARI,ASSISTENZA CURE PALLIATIVE,PRIVATA,N/A,N/A,N/A,NO,VIA LADY MONTAGU WORTLEY,3,24062,COSTA VOLPINO,BG,030325,ATS DI BERGAMO,030720,ASST DI BERGAMO EST,861,EST PROVINCIA,800134700,45.82619,10.09765
7170,CAMEDI,UNITÀ OPERATIVA CURE PALLIATIVE DOMICILIARI,ASSISTENZA CURE PALLIATIVE,PRIVATA,N/A,N/A,N/A,NO,VIA GIOSUE' CARDUCCI,14,21013,GALLARATE,VA,030322,ATS DELL'INSUBRIA,030711,ASST DELLA VALLE OLONA,834,GALLARATE,N/A,45.66495,8.78941
7171,ADI CURE PALLIATIVE,UNITÀ OPERATIVA CURE PALLIATIVE DOMICILIARI,ASSISTENZA CURE PALLIATIVE,PRIVATA,N/A,N/A,N/A,NO,VIA GIOVAN BATTISTA CERLETTI,19,23022,CHIAVENNA,SO,030323,ATS DELLA MONTAGNA,030713,ASST DELLA VALTELLINA E DELL'ALTO LARIO,844,CHIAVENNA,0343/990005,46.3216188,9.4004155
7172,U.C.P. DOM SANTA MARIA DELLA NEVE PISOGNE,UNITÀ OPERATIVA CURE PALLIATIVE DOMICILIARI,ASSISTENZA CURE PALLIATIVE,PRIVATA,N/A,N/A,N/A,NO,VIA GIROLAMO ROMANINO,18,25055,PISOGNE,BS,030323,ATS DELLA MONTAGNA,030714,ASST DELLA VALCAMONICA,849,VALLECAMONICA-SEBINO,0364/86011,45.80684,10.11118
7173,CENTRO DIURNO INTEGRATO DON MARIO PASINI,CENTRO DIURNO INTEGRATO,ASSISTENZA ANZIANI,PRIVATA,N/A,N/A,N/A,SI,VIA MONTE GRAPPA,105,25035,OSPITALETTO,BS,030326,ATS DI BRESCIA,030721,ASST DEGLI SPEDALI CIVILI DI BRESCIA,870,BRESCIA OVEST,030640143,45.56106,10.0784
7174,IL FILO,SERVIZI MULTIDISCIPLINARI INTEGRATI,ASSISTENZA PSICHIATRICA,PRIVATA,N/A,N/A,N/A,SI,VIA SAN VINCENZO,31 B,46010,MARCARIA,MN,030327,ATS DELLA VAL PADANA,030724,ASST DI CREMONA,882,MANTOVA,0376900042,45.1366245,10.6041828
7175,LA ROSA BLU,RESIDENZE SOCIOSANITARIE ASSISTENZIALI PER DISABILI,ASSISTENZA DISABILI,PRIVATA,N/A,N/A,N/A,SI,VIA CASCINELLO ROSSO,11,22010,GRANDOLA ED UNITI,CO,030322,ATS DELL'INSUBRIA,030712,ASST LARIANA,897,LARIANA OVEST,N/A,46.02654,9.20588
7176,ISTITUTO DEI CIECHI DI MILANO,ASSISTENZA DOMICILIARE INTEGRATA,ASSISTENZA DOMICILIARE,PRIVATA,N/A,N/A,N/A,SI,VIA VIVAIO,7,20122,MILANO,MI,030321,ATS DELLA CITTA' METROPOLITANA DI MILANO,030703,ASST FATEBENEFRATELLI SACCO,808,MUNICIPIO 1,02/77226271,45.4689532,9.2040391
7177,CASA DI CURA BEATO PALAZZOLO,UNITÀ OPERATIVA CURE PALLIATIVE,ASSISTENZA CURE PALLIATIVE,PRIVATA,N/A,N/A,N/A,SI,VIA SAN BERNARDINO,56,24122,BERGAMO,BG,030325,ATS DI BERGAMO,030718,ASST PAPA GIOVANNI XXIII,859,BERGAMO,035389111,45.68931,9.66326
7178,CASA DI CURA BEATO PALAZZOLO (026041),UNITA OPERATIVA CURE PALLIATIVE - HOSPICE,ASSISTENZA CURE PALLIATIVE,PRIVATA,N/A,N/A,N/A,SI,VIA SAN BERNARDINO,56,24122,BERGAMO,BG,030325,ATS DI BERGAMO,030718,ASST PAPA GIOVANNI XXIII,859,BERGAMO,035389111,45.68931,9.66326
7179,CASA DI CURA BEATO PALAZZOLO (026041),UNITA OPERATIVA CURE PALLIATIVE - DAY HOSPITAL,ASSISTENZA CURE PALLIATIVE,PRIVATA,N/A,N/A,N/A,SI,VIA SAN BERNARDINO,56,24122,BERGAMO,BG,030325,ATS DI BERGAMO,030718,ASST PAPA GIOVANNI XXIII,859,BERGAMO,035389111,45.68931,9.66326
7180,CASA DI CURA BEATO PALAZZOLO (026041),UNITA OPERATIVA CURE PALLIATIVE - CURE DOMICILIARI,ASSISTENZA CURE PALLIATIVE,PRIVATA,N/A,N/A,N/A,SI,VIA SAN BERNARDINO,56,24122,BERGAMO,BG,030325,ATS DI BERGAMO,030718,ASST PAPA GIOVANNI XXIII,859,BERGAMO,035389111,45.68931,9.66326
7181,U.O. CURE PALLIATIVE SONDALO,UNITÀ OPERATIVA CURE PALLIATIVE,ASSISTENZA CURE PALLIATIVE,PUBBLICA,N/A,N/A,N/A,SI,VIA ZUBIANI,33,23017,SONDALO,SO,030323,ATS DELLA MONTAGNA,030713,ASST DELLA VALTELLINA E DELL'ALTO LARIO,843,BORMIO,0342 - 521111,46.13333,9.57052
7182,U.O. CURE PALLIATIVE SONDALO (026066),UNITA OPERATIVA CURE PALLIATIVE - HOSPICE,ASSISTENZA CURE PALLIATIVE,PUBBLICA,N/A,N/A,N/A,SI,VIA AUSONIO ZUBIANI,33,23035,SONDALO,SO,030323,ATS DELLA MONTAGNA,030713,ASST DELLA VALTELLINA E DELL'ALTO LARIO,843,BORMIO,0342 - 521111,46.33266,10.33407
7183,RSD LEOPARDI,RESIDENZE SOCIOSANITARIE ASSISTENZIALI PER DISABILI,ASSISTENZA DISABILI,PRIVATA,N/A,N/A,N/A,SI,VIA SESIA,1/A,20015,PARABIAGO,MI,030321,ATS DELLA CITTA' METROPOLITANA DI MILANO,030705,ASST OVEST MILANESE,818,LEGNANO,0331/527711,45.5389908,8.9570527
7184,U.O. CURE PALLIATIVE SONDALO (026066),UNITA OPERATIVA CURE PALLIATIVE - CURE DOMICILIARI,ASSISTENZA CURE PALLIATIVE,PUBBLICA,N/A,N/A,N/A,SI,VIA AUSONIO ZUBIANI,33,23035,SONDALO,SO,030323,ATS DELLA MONTAGNA,030713,ASST DELLA VALTELLINA E DELL'ALTO LARIO,843,BORMIO,0342 - 521111,46.33266,10.33407
7185,U.O. CURE PALLIATIVE SONDALO ARTICOLAZIONE DI MORBEGNO (026066),UNITA OPERATIVA CURE PALLIATIVE - HOSPICE,ASSISTENZA CURE PALLIATIVE,PUBBLICA,N/A,N/A,N/A,SI,VIA EUGENIO MORELLI,1,23017,MORBEGNO,SO,030323,ATS DELLA MONTAGNA,030713,ASST DELLA VALTELLINA E DELL'ALTO LARIO,846,MORBEGNO,0342 - 521111,46.13389,9.57433
7186,UOSD CURE PALLIATIVE ESINE,UNITÀ OPERATIVA CURE PALLIATIVE,ASSISTENZA CURE PALLIATIVE,PUBBLICA,N/A,N/A,N/A,SI,VIA ALESSANDRO MANZONI,142,25040,ESINE,BS,030323,ATS DELLA MONTAGNA,030714,ASST DELLA VALCAMONICA,849,VALLECAMONICA-SEBINO,0364/369033,45.92647116,10.24510776
7187,UOSD CURE PALLIATIVE (026127),UNITA OPERATIVA CURE PALLIATIVE - CURE DOMICILIARI,ASSISTENZA CURE PALLIATIVE,PUBBLICA,N/A,N/A,N/A,SI,VIA ALESSANDRO MANZONI,142,25040,ESINE,BS,030323,ATS DELLA MONTAGNA,030714,ASST DELLA VALCAMONICA,849,VALLECAMONICA-SEBINO,0364/369033,45.92647116,10.24510776
7188,UOSD CURE PALLIATIVE (026127),UNITA OPERATIVA CURE PALLIATIVE - HOSPICE,ASSISTENZA CURE PALLIATIVE,PUBBLICA,N/A,N/A,N/A,SI,VIA ALESSANDRO MANZONI,142,25040,ESINE,BS,030323,ATS DELLA MONTAGNA,030714,ASST DELLA VALCAMONICA,849,VALLECAMONICA-SEBINO,0364/369033,45.92647116,10.24510776
7189,CASA DI CURA DOMUS SALUTIS,UNITÀ OPERATIVA CURE PALLIATIVE,ASSISTENZA CURE PALLIATIVE,PRIVATA,N/A,N/A,N/A,SI,VIA DEL LAZZARETTO,3,25123,BRESCIA,BS,030326,ATS DI BRESCIA,030721,ASST DEGLI SPEDALI CIVILI DI BRESCIA,868,BRESCIA,03037091,45.55473,10.23584
7190,CASA DI CURA DOMUS SALUTIS - HOSPICE A (026141),UNITA OPERATIVA CURE PALLIATIVE - HOSPICE,ASSISTENZA CURE PALLIATIVE,PRIVATA,N/A,N/A,N/A,SI,VIA DEL LAZZARETTO,3,25123,BRESCIA,BS,030326,ATS DI BRESCIA,030721,ASST DEGLI SPEDALI CIVILI DI BRESCIA,868,BRESCIA,03037091,45.55473,10.23584
7191,CASA DI CURA DOMUS SALUTIS - HOSPICE B (026141),UNITA OPERATIVA CURE PALLIATIVE - HOSPICE,ASSISTENZA CURE PALLIATIVE,PRIVATA,N/A,N/A,N/A,SI,VIA DEL LAZZARETTO,3,25123,BRESCIA,BS,030326,ATS DI BRESCIA,030721,ASST DEGLI SPEDALI CIVILI DI BRESCIA,868,BRESCIA,03037091,45.55473,10.23584
7192,CASA DI CURA DOMUS SALUTIS - DAY HOSPITAL (026141),UNITA OPERATIVA CURE PALLIATIVE - DAY HOSPITAL,ASSISTENZA CURE PALLIATIVE,PRIVATA,N/A,N/A,N/A,SI,VIA DEL LAZZARETTO,3,25123,BRESCIA,BS,030326,ATS DI BRESCIA,030721,ASST DEGLI SPEDALI CIVILI DI BRESCIA,868,BRESCIA,03037091,45.55473,10.23584
7193,KIKA MAMOLI (026161),UNITA OPERATIVA CURE PALLIATIVE - HOSPICE,ASSISTENZA CURE PALLIATIVE,PUBBLICA,N/A,N/A,N/A,SI,VIA BORGO PALAZZO,130,24125,BERGAMO,BG,030325,ATS DI BERGAMO,030718,ASST PAPA GIOVANNI XXIII,859,BERGAMO,035267111,45.69284586,9.69678711
7194,FONDAZIONE OSPEDALE CAIMI ONLUS,ASSISTENZA DOMICILIARE INTEGRATA,ASSISTENZA DOMICILIARE,PRIVATA,N/A,N/A,N/A,SI,VIA CAIMI,21,26019,VAILATE,CR,030327,ATS DELLA VAL PADANA,030726,ASST DI CREMA,879,CREMA,036384020,45.46215,9.60311
7195,CASA DI CURA DOMUS SALUTIS - PRESTAZIONI AMBULATORIALI "ONCOLOGIA" (026141),UNITA OPERATIVA CURE PALLIATIVE - AMBULATORIO,ASSISTENZA CURE PALLIATIVE,PRIVATA,N/A,N/A,N/A,SI,VIA DEL LAZZARETTO,3,25123,BRESCIA,BS,030326,ATS DI BRESCIA,030721,ASST DEGLI SPEDALI CIVILI DI BRESCIA,868,BRESCIA,03037091,45.55473,10.23584
7196,CASA DI CURA DOMUS SALUTIS - CURE DOMICILIARI (026141),UNITA OPERATIVA CURE PALLIATIVE - CURE DOMICILIARI,ASSISTENZA CURE PALLIATIVE,PRIVATA,N/A,N/A,N/A,SI,VIA DEL LAZZARETTO,3,25123,BRESCIA,BS,030326,ATS DI BRESCIA,030721,ASST DEGLI SPEDALI CIVILI DI BRESCIA,868,BRESCIA,03037091,45.55473,10.23584
7197,U.O. CURE PALLIATIVE DI ORZINUOVI,UNITÀ OPERATIVA CURE PALLIATIVE,ASSISTENZA CURE PALLIATIVE,PUBBLICA,N/A,N/A,N/A,SI,VIA BALDASSARRE ASMONDI,30,25034,ORZINUOVI,BS,030326,ATS DI BRESCIA,030722,ASST DELLA FRANCIACORTA,866,BASSA BRESCIANA OCC.,0307102409,45.4023535,9.9260081
7198,HOSPICE CASCINA BRANDEZZATA,UNITÀ OPERATIVA CURE PALLIATIVE,ASSISTENZA CURE PALLIATIVE,PUBBLICA,N/A,N/A,N/A,SI,VIA GIUSEPPE RIPAMONTI,428,20141,MILANO,MI,030321,ATS DELLA CITTA' METROPOLITANA DI MILANO,030702,ASST SANTI PAOLO E CARLO,813,MUNICIPIO 5,N/A,45.4134184,9.2060616
7199,HOSPICE CASCINA BRANDEZZATA (026266),UNITA OPERATIVA CURE PALLIATIVE - HOSPICE,ASSISTENZA CURE PALLIATIVE,PUBBLICA,N/A,N/A,N/A,SI,VIA GIUSEPPE RIPAMONTI,428,20141,MILANO,MI,030321,ATS DELLA CITTA' METROPOLITANA DI MILANO,030702,ASST SANTI PAOLO E CARLO,813,MUNICIPIO 5,N/A,45.4134184,9.2060616
7200,HOSPICE OSPEDALE G. SALVINI,UNITÀ OPERATIVA CURE PALLIATIVE,ASSISTENZA CURE PALLIATIVE,PUBBLICA,N/A,N/A,N/A,SI,VIALE CARLO FORLANINI,95,20024,GARBAGNATE MILANESE,MI,030321,ATS DELLA CITTA' METROPOLITANA DI MILANO,030706,ASST RHODENSE,817,GARBAGNATE MILANESE,N/A,45.58117,9.09089
7201,HOSPICE OSPEDALE G. SALVINI (026268),UNITA OPERATIVA CURE PALLIATIVE - HOSPICE,ASSISTENZA CURE PALLIATIVE,PUBBLICA,N/A,N/A,N/A,SI,VIALE CARLO FORLANINI,95,20024,GARBAGNATE MILANESE,MI,030321,ATS DELLA CITTA' METROPOLITANA DI MILANO,030706,ASST RHODENSE,817,GARBAGNATE MILANESE,N/A,45.58117,9.09089
7202,U.O.CURE PALLIATIVE DEL PRESIDIO OSPEDALIERO DI CREMONA,UNITÀ OPERATIVA CURE PALLIATIVE,ASSISTENZA CURE PALLIATIVE,PUBBLICA,N/A,N/A,N/A,SI,VIA LARGO PRIORI,1,26100,CREMONA,CR,030327,ATS DELLA VAL PADANA,030724,ASST DI CREMONA,880,CREMONA,0372405111,45.14241,10.01521
7203,U.O.CURE PALLIATIVE DEL PRESIDIO OSPEDALIERO DI CREMONA (026381),UNITA OPERATIVA CURE PALLIATIVE - HOSPICE,ASSISTENZA CURE PALLIATIVE,PUBBLICA,N/A,N/A,N/A,SI,VIA LARGO PRIORI,1,26100,CREMONA,CR,030327,ATS DELLA VAL PADANA,030724,ASST DI CREMONA,880,CREMONA,0372405111,45.14241,10.01521
7204,U.O.CURE PALLIATIVE DEL PRESIDIO OSPEDALIERO DI CREMONA (026381),UNITA OPERATIVA CURE PALLIATIVE - DAY HOSPITAL,ASSISTENZA CURE PALLIATIVE,PUBBLICA,N/A,N/A,N/A,SI,VIA LARGO PRIORI,1,26100,CREMONA,CR,030327,ATS DELLA VAL PADANA,030724,ASST DI CREMONA,880,CREMONA,0372405111,45.14241,10.01521
7205,U.O.CURE PALLIATIVE DEL PRESIDIO OSPEDALIERO DI CREMONA AMBULATORIO DI ANESTESIA (026381),UNITA OPERATIVA CURE PALLIATIVE - AMBULATORIO,ASSISTENZA CURE PALLIATIVE,PUBBLICA,N/A,N/A,N/A,SI,VIA LARGO PRIORI,1,26100,CREMONA,CR,030327,ATS DELLA VAL PADANA,030724,ASST DI CREMONA,880,CREMONA,0372405111,45.14241,10.01521
7206,U.O.CURE PALLIATIVE EL PRESIDIO OSPEDALIERO DI CREMONA (026381),UNITA OPERATIVA CURE PALLIATIVE - CURE DOMICILIARI,ASSISTENZA CURE PALLIATIVE,PUBBLICA,N/A,N/A,N/A,SI,VIA LARGO PRIORI,1,26100,CREMONA,CR,030327,ATS DELLA VAL PADANA,030724,ASST DI CREMONA,880,CREMONA,0372405111,45.14241,10.01521
7207,U.O.CURE PALLIATIVE CASA DI CURA ANCELLE DELLA CARITA',UNITÀ OPERATIVA CURE PALLIATIVE,ASSISTENZA CURE PALLIATIVE,PRIVATA,N/A,N/A,N/A,SI,VIA GASPARE ASELLI,14,26100,CREMONA,CR,030327,ATS DELLA VAL PADANA,030724,ASST DI CREMONA,880,CREMONA,0372535711,45.13645,10.02542
7208,U.O.CURE PALLIATIVE (026386),UNITA OPERATIVA CURE PALLIATIVE - HOSPICE,ASSISTENZA CURE PALLIATIVE,PRIVATA,N/A,N/A,N/A,SI,VIA GASPARE ASELLI,14,26100,CREMONA,CR,030327,ATS DELLA VAL PADANA,030724,ASST DI CREMONA,880,CREMONA,0372535711,45.13645,10.02542
7209,U.O.CURE PALLIATIVE (026386),UNITA OPERATIVA CURE PALLIATIVE - DAY HOSPITAL,ASSISTENZA CURE PALLIATIVE,PRIVATA,N/A,N/A,N/A,SI,VIA GASPARE ASELLI,14,26100,CREMONA,CR,030327,ATS DELLA VAL PADANA,030724,ASST DI CREMONA,880,CREMONA,0372535711,45.13645,10.02542
7210,CASA DI CURA DOMUS SALUTIS - PRESTAZIONI AMBULATORIALI "ANESTESIOLOGIA" (026141),UNITA OPERATIVA CURE PALLIATIVE - AMBULATORIO,ASSISTENZA CURE PALLIATIVE,PRIVATA,N/A,N/A,N/A,SI,VIA DEL LAZZARETTO,3,25123,BRESCIA,BS,030326,ATS DI BRESCIA,030721,ASST DEGLI SPEDALI CIVILI DI BRESCIA,868,BRESCIA,03037091,45.55473,10.23584
7211,U.O.CURE PALLIATIVE PRESIDIO OSPEDALIERO CARLO POMA,UNITÀ OPERATIVA CURE PALLIATIVE,ASSISTENZA CURE PALLIATIVE,PUBBLICA,N/A,N/A,N/A,SI,VIALE PIETRO ALBERTONI,1,46100,MANTOVA,MN,030327,ATS DELLA VAL PADANA,030725,ASST DI MANTOVA,882,MANTOVA,0376201419,45.1484076,10.77422775
7212,U.O. CURE PALLIATIVE PRESIDIO OSPEDALIERO CARLO POMA  (026443),UNITA OPERATIVA CURE PALLIATIVE - HOSPICE,ASSISTENZA CURE PALLIATIVE,PUBBLICA,N/A,N/A,N/A,SI,VIALE PIETRO ALBERTONI,1,46100,MANTOVA,MN,030327,ATS DELLA VAL PADANA,030725,ASST DI MANTOVA,882,MANTOVA,0376201419,45.1484076,10.77422775
7213,U.O. CURE PALLIATIVE PRESIDIO OSPEDALIERO CARLO POMA  (026443),UNITA OPERATIVA CURE PALLIATIVE - AMBULATORIO,ASSISTENZA CURE PALLIATIVE,PUBBLICA,N/A,N/A,N/A,SI,VIALE PIETRO ALBERTONI,1,46100,MANTOVA,MN,030327,ATS DELLA VAL PADANA,030725,ASST DI MANTOVA,882,MANTOVA,0376201419,45.1484076,10.77422775
7214,U.O. CURE PALLIATIVE PRESIDIO OSPEDALIERO CARLO POMA (026443),UNITA OPERATIVA CURE PALLIATIVE - CURE DOMICILIARI,ASSISTENZA CURE PALLIATIVE,PUBBLICA,N/A,N/A,N/A,SI,VIALE PIETRO ALBERTONI,1,46100,MANTOVA,MN,030327,ATS DELLA VAL PADANA,030725,ASST DI MANTOVA,882,MANTOVA,0376201419,45.1484076,10.77422775
7215,HOSPICE P.O. DI MELZO,UNITÀ OPERATIVA CURE PALLIATIVE,ASSISTENZA CURE PALLIATIVE,PUBBLICA,N/A,N/A,N/A,SI,VIA VOLONTARI DEL SANGUE,5,20066,MELZO,MI,030321,ATS DELLA CITTA' METROPOLITANA DI MILANO,030708,ASST MELEGNANO E DELLA MARTESANA,820,MELZO,N/A,45.5077443,9.4275816
7216,HOSPICE P.O. DI MELZO (026447),UNITA OPERATIVA CURE PALLIATIVE - HOSPICE,ASSISTENZA CURE PALLIATIVE,PUBBLICA,N/A,N/A,N/A,SI,VIA VOLONTARI DEL SANGUE,5,20066,MELZO,MI,030321,ATS DELLA CITTA' METROPOLITANA DI MILANO,030708,ASST MELEGNANO E DELLA MARTESANA,820,MELZO,N/A,45.5077443,9.4275816
7217,HOSPICE STABILIMENTO OSPEDALIERO DI CUGGIONO,UNITÀ OPERATIVA CURE PALLIATIVE,ASSISTENZA CURE PALLIATIVE,PUBBLICA,N/A,N/A,N/A,SI,VIA GIUSEPPE BADI,4,20012,CUGGIONO,MI,030321,ATS DELLA CITTA' METROPOLITANA DI MILANO,030705,ASST OVEST MILANESE,805,CASTANO PRIMO,02/9733267-268,45.5097615,8.821516
7218,HOSPICE STABILIMENTO OSPEDALIERO DI CUGGIONO (026461),UNITA OPERATIVA CURE PALLIATIVE - HOSPICE,ASSISTENZA CURE PALLIATIVE,PUBBLICA,N/A,N/A,N/A,SI,VIA GIUSEPPE BADI,2,20012,CUGGIONO,MI,030321,ATS DELLA CITTA' METROPOLITANA DI MILANO,030705,ASST OVEST MILANESE,805,CASTANO PRIMO,02/9733267-268,45.5093771,8.8216635
7219,HOSPICE SANITARIO DEL PRESIDIO OSPEDALIERO DI CASALPUSTERLENGO,UNITÀ OPERATIVA CURE PALLIATIVE,ASSISTENZA CURE PALLIATIVE,PUBBLICA,N/A,N/A,N/A,SI,VIALE ALEXANDER FLEMING,1,26841,CASALPUSTERLENGO,LO,030321,ATS DELLA CITTA' METROPOLITANA DI MILANO,030709,ASST DI LODI,802,AREA SOCIO SANITARIA DEL BASSO LODIGIANO,N/A,45.16924402,9.6502918
7220,HOSPICE SANITARIO DEL PRESIDIO OSPEDALIERO DI CASALPUSTERLENGO (026467),UNITA OPERATIVA CURE PALLIATIVE - HOSPICE,ASSISTENZA CURE PALLIATIVE,PUBBLICA,N/A,N/A,N/A,SI,VIALE ALEXANDER FLEMING,1,26841,CASALPUSTERLENGO,LO,030321,ATS DELLA CITTA' METROPOLITANA DI MILANO,030709,ASST DI LODI,802,AREA SOCIO SANITARIA DEL BASSO LODIGIANO,N/A,45.16924402,9.6502918
7221,HOSPICE ONCOLOGICO PRESSO OSPEDALE SACCO,UNITÀ OPERATIVA CURE PALLIATIVE,ASSISTENZA CURE PALLIATIVE,PUBBLICA,N/A,N/A,N/A,SI,VIA GIOVANNI BATTISTA GRASSI,74,20157,MILANO,MI,030321,ATS DELLA CITTA' METROPOLITANA DI MILANO,030703,ASST FATEBENEFRATELLI SACCO,809,MUNICIPIO 8,N/A,45.5175295,9.1201895
7222,OSPICE ONCOLOGICO PRESSO OSPEDALE SACCO (026472),UNITA OPERATIVA CURE PALLIATIVE - HOSPICE,ASSISTENZA CURE PALLIATIVE,PUBBLICA,N/A,N/A,N/A,SI,VIA GIOVANNI BATTISTA GRASSI,74,20157,MILANO,MI,030321,ATS DELLA CITTA' METROPOLITANA DI MILANO,030703,ASST FATEBENEFRATELLI SACCO,809,MUNICIPIO 8,N/A,45.5175295,9.1201895
